id,first_name,last_name,race,county,num_children,income,age_group,ssn,smoker,complications
863,Harv,Quinn,race3,county2,5,153102,group3,750-78-7505,True,8
864,Gwendolen,Pollard,race2,county3,3,94112,group3,372-79-4813,True,5
865,Alvy,Cannon,race2,county4,3,179992,group2,830-71-0311,True,2
866,Gabie,Waters,race1,county3,3,134119,group3,292-27-6875,False,4
867,Jacquelyn,Cervantes,race3,county1,3,297434,group1,867-17-6338,?,9
868,Meryl,Pollard,race3,county3,4,243049,group2,436-68-0413,True,0
869,Kori,Owen,race1,county4,0,41727,group1,890-55-4298,?,3
870,Lock,Brooks,race3,?,5,207647,group1,438-82-8691,False,5
871,Lars,Pollard,race1,county3,3,257459,group1,410-53-3063,False,10
872,Tallou,Kirk,race1,county2,3,45815,group3,493-82-6841,True,7
873,Morissa,Pollard,race2,county2,3,102082,group2,243-22-0757,False,1
874,Hilton,Hale,race3,county3,4,64191,group3,707-31-8877,False,10
876,Rocky,Watson,race3,county1,2,213364,group2,786-54-2583,True,10
877,Maryann,Casey,?,county4,5,284874,group3,878-02-2665,False,6
878,Anson,Hoffman,race2,county1,4,241172,group1,138-82-4712,False,1
879,Blair,Kirk,race3,county1,4,110528,group3,672-20-3043,?,6
882,Cyrillus,Cannon,race2,county3,3,55833,group1,605-24-8806,False,0
883,Milissent,Ward,race3,county1,0,45043,group3,422-67-4992,False,7
884,Cathyleen,Pollard,race3,county4,2,63732,group2,679-93-1940,?,1
885,Dode,Scott,race1,county1,0,175589,group1,202-71-9682,False,9
886,Kienan,Ward,race3,county3,0,44150,group2,780-48-1386,True,8
887,Elladine,Pollard,race3,county1,3,202260,group2,290-29-0576,False,10
890,Anatole,Waters,race2,county2,2,79101,group1,492-66-3567,True,0
891,Riccardo,Watson,race3,?,4,28474,group1,463-70-5141,False,9
892,Richard,Kirk,race3,county1,0,261625,group2,181-08-1001,True,6
893,Nadiya,Cervantes,race1,county1,2,173702,group2,185-94-9129,True,6
894,Hermia,Watson,race3,county1,2,103448,group1,738-57-0340,False,3
895,Chickie,Hoffman,race1,county4,4,198335,group3,372-60-5402,True,4
896,Tildie,Hale,race1,county1,3,269789,group3,792-67-5619,True,10
897,Hillary,Hoffman,race3,county2,3,102926,group1,868-26-6977,True,6
898,Hedwiga,Elliott,race3,county1,2,264130,group1,348-12-9348,True,7
899,Irv,Casey,race1,county2,4,57474,group1,363-68-1270,True,1
900,Burtie,Cannon,race1,county1,1,194884,group3,894-32-7694,True,2
901,Gwenore,Owen,race1,county1,0,84242,group1,745-61-6692,True,2
902,Ulises,Brooks,race1,county4,3,64332,group1,282-43-0576,?,2
903,Lyndel,Lawson,race3,county1,4,162617,group2,134-03-6488,False,5
904,Maurene,Ward,race3,county1,5,209056,group3,247-30-0740,True,7
905,Winthrop,Wilkerson,race1,county3,3,33554,group3,219-33-1461,?,2
906,Kale,Hoffman,race1,?,0,57463,group1,127-80-4253,True,5
907,Peter,Wilkerson,race2,county4,5,42805,group2,333-13-6102,False,5
908,Kristofer,Frank,race1,county3,3,266596,group3,542-86-4508,True,6
909,Belvia,Watson,race1,county4,3,253946,group3,637-79-2439,False,1
910,Evangelia,Waters,race1,county3,2,60744,group1,516-31-1169,False,9
911,Maryanna,Scott,race3,county3,4,244074,group2,663-47-7483,True,10
913,Alyce,Hawkins,race3,county1,0,69085,group2,522-76-8251,False,3
914,Merridie,Ward,race3,county2,2,127962,group1,534-77-6263,True,1
915,Cloris,Casey,race2,county1,3,24041,group1,153-87-0427,False,3
916,Gideon,Waters,race3,county1,3,164516,group2,111-92-5544,True,0
917,Chelsie,Lawson,race3,county1,2,284354,group1,603-60-9795,True,7
918,Fielding,Cervantes,race3,?,4,257790,group3,220-79-7621,False,3
920,Kienan,Frank,race1,county1,4,128184,group3,609-53-1140,False,0
921,Merrel,Hawkins,race2,?,5,130557,group1,892-51-7298,False,1
923,Sibel,Waters,race1,county4,2,141225,group3,197-10-5300,False,5
924,Row,Watson,race2,county4,5,42125,group3,493-50-1049,False,3
926,Elliott,Waters,race2,county4,0,237290,group3,738-39-3202,True,9
927,Eadith,Quinn,race1,county3,4,64671,group2,117-75-6829,False,3
928,Mathew,Pollard,?,county1,5,142284,group2,866-24-1223,?,0
929,Arnold,Brooks,race3,county1,4,230584,group2,620-15-4987,True,3
930,Charmain,Hoffman,race2,county2,5,139030,group2,753-69-7569,False,8
931,Huntington,Owen,race1,county3,2,273244,group3,409-19-2866,False,5
932,Aime,Lawson,race1,county4,1,201269,group3,155-89-7557,False,9
933,Zarah,Le,race1,?,4,257274,group2,418-38-7158,False,3
935,Hadrian,Le,?,?,1,161795,group2,616-26-5041,?,0
936,Elle,Hoffman,race1,county2,5,103149,group1,172-97-9597,False,9
937,Salvidor,Brooks,race2,county4,0,196848,group2,641-98-8681,?,0
938,Ursula,Watson,race2,county1,2,153901,group1,145-53-3385,False,0
939,Eustacia,Scott,?,county1,4,196748,group3,659-01-0008,False,10
940,Nehemiah,Hawkins,race1,county2,0,276265,group2,415-06-1861,False,8
941,Rozalie,Lawson,race3,county1,4,270133,group3,454-47-1584,True,7
942,Blakelee,Casey,race2,county1,5,238648,group1,294-11-4067,False,9
943,Grover,Owen,race3,county3,5,143599,group1,335-40-3019,False,2
944,Nickolaus,Hoffman,race2,?,5,165041,group3,193-58-9936,True,2
945,Ollie,Cervantes,race2,county4,4,27519,group1,703-66-4805,True,2
946,Heloise,Wilkerson,race2,county3,2,83532,group1,365-86-5423,True,4
947,Darell,Brooks,race2,county2,4,203325,group3,514-38-3858,True,9
949,Marylinda,Le,race2,?,5,31264,group3,298-34-1859,False,8
950,Erik,Waters,race2,county2,0,215686,group3,557-49-6824,False,7
951,Raynell,Lawson,race1,county2,4,225238,group2,764-18-1020,True,9
952,Allen,Hale,?,county2,2,226624,group1,560-21-6867,?,0
953,Gilbertina,Elliott,race3,county1,1,215265,group3,283-27-9431,True,3
956,Teriann,Elliott,race1,county4,3,175919,group2,173-21-9576,True,9
957,Mollie,Hale,race2,county2,4,264749,group1,778-85-3554,False,5
958,Jorey,Cannon,race3,county1,1,87490,group2,233-32-0280,True,0
959,Donovan,Watson,race1,county2,3,178159,group3,359-06-6638,False,10
960,Lucia,Scott,race3,county1,4,195085,group1,712-60-5453,True,4
961,Mark,Brooks,race2,county1,1,229579,group3,254-42-3932,True,3
963,Gerri,Elliott,race1,county4,0,21676,group2,314-62-6694,True,7
964,Verene,Le,race3,county1,3,152194,group3,457-25-7403,True,8
965,Maureene,Quinn,race2,county4,0,150271,group2,863-29-2663,True,10
966,Margarete,Watson,race1,county3,2,179568,group2,406-55-4224,False,0
967,Oona,Hale,race3,county2,0,153886,group2,474-46-3513,False,7
968,Kandace,Frank,race2,county2,5,122222,group3,319-29-5456,True,6
969,Nelli,Ward,race1,?,3,114247,group2,475-58-6235,False,2
970,Breena,Waters,race3,?,5,185802,group1,419-49-3438,False,5
972,Ricca,Owen,race1,county1,2,169850,group3,856-11-7648,True,1
973,Corri,Lawson,race2,county3,0,135018,group3,269-57-2331,False,1
974,Atlanta,Hoffman,?,county1,3,283834,group2,382-35-1039,True,0
975,Cynthy,Pollard,?,county2,0,43303,group1,323-81-7800,True,2
976,Claire,Cannon,race3,county1,0,80208,group1,830-16-6221,False,10
977,Michelle,Elliott,race2,county3,5,109642,group3,299-22-0771,False,2
978,Fallon,Hale,race2,county4,4,275244,group2,174-84-8112,True,1
979,Elsworth,Brooks,race2,county2,4,216506,group2,123-21-7838,False,2
980,Gilbert,Hale,race2,county4,0,33216,group1,751-12-1981,False,3
981,Linnell,Hoffman,race2,county2,3,216020,group1,701-41-0099,True,2
982,Berton,Le,race1,county3,2,150469,group1,523-02-3234,False,10
983,Arturo,Brooks,race1,county1,3,233380,group3,386-36-1503,True,7
984,Carmella,Kirk,race3,county1,4,68249,group1,382-60-5438,False,3
985,Ibbie,Hawkins,race3,county1,3,167346,group1,551-14-1789,True,9
986,Sully,Pollard,race2,?,4,291074,group1,230-18-8022,False,7
987,Towny,Pollard,race2,county2,5,130553,group3,341-06-4111,False,3
989,Cob,Scott,race3,?,1,87527,group2,302-31-0222,True,3
990,Jessi,Pollard,race2,county4,0,55056,group2,761-57-4527,False,6
991,Cahra,Ward,race2,county2,4,111100,group2,843-22-8815,False,0
992,Rachele,Quinn,race3,county1,1,239592,group1,844-89-8291,False,9
993,Shirley,Hale,race2,county1,2,48938,group3,577-78-4265,True,4
995,Virginia,Le,race1,?,0,88020,group1,195-63-6857,True,9
996,Eziechiele,Casey,race1,county3,4,90965,group2,526-26-2486,True,2
998,Kaiser,Cannon,race2,county1,2,260049,group1,312-94-4448,False,6
999,Cassandre,Pollard,race3,county3,1,75604,group2,235-62-0230,True,2
1000,Galina,VeryRareLastName,race1,county2,5,274010,group3,747-10-7242,False,7
